link_id,from_node_id,to_node_id,fixed_cost,link_type,acting_link_id
72,1006,2012,0,2,72
73,1007,2001,0,2,73
74,1007,2002,0,2,74
75,1007,2003,0,2,75
76,1007,2004,0,2,76
77,1007,2005,0,2,77
78,1007,2006,0,2,78
79,1007,2007,0,2,79
80,1007,2008,0,2,80
81,1007,2009,0,2,81
82,1007,2010,0,2,82
83,1007,2011,0,2,83
84,1007,2012,0,2,84
85,1008,2001,0,2,85
86,1008,2002,0,2,86
87,1008,2003,0,2,87
88,1008,2004,0,2,88
89,1008,2005,0,2,89
90,1008,2006,0,2,90
91,1008,2007,0,2,91
92,1008,2008,0,2,92
93,1008,2009,0,2,93
94,1008,2010,0,2,94
95,1008,2011,0,2,95
96,1008,2012,0,2,96
97,1009,2001,0,2,97
98,1009,2002,0,2,98
99,1009,2003,0,2,99
100,1009,2004,0,2,100
101,1009,2005,0,2,101
102,1009,2006,0,2,102
103,1009,2007,0,2,103
104,1009,2008,0,2,104
105,1009,2009,0,2,105
106,1009,2010,0,2,106
107,1009,2011,0,2,107
108,1009,2012,0,2,108
109,1010,2001,0,2,109
110,1010,2002,0,2,110
111,1010,2003,0,2,111
112,1010,2004,0,2,112
113,1010,2005,0,2,113
114,1010,2006,0,2,114
115,1010,2007,0,2,115
116,1010,2008,0,2,116
117,1010,2009,0,2,117
118,1010,2010,0,2,118
119,1010,2011,0,2,119
120,1010,2012,0,2,120
121,1011,2001,0,2,121
122,1011,2002,0,2,122
123,1011,2003,0,2,123
124,1011,2004,0,2,124
125,1011,2005,0,2,125
126,1011,2006,0,2,126
127,1011,2007,0,2,127
128,1011,2008,0,2,128
129,1011,2009,0,2,129
130,1011,2010,0,2,130
131,1011,2011,0,2,131
132,1011,2012,0,2,132
133,1012,2001,0,2,133
134,1012,2002,0,2,134
135,1012,2003,0,2,135
136,1012,2004,0,2,136
137,1012,2005,0,2,137
138,1012,2006,0,2,138
139,1012,2007,0,2,139
140,1012,2008,0,2,140
141,1012,2009,0,2,141
142,1012,2010,0,2,142
143,1012,2011,0,2,143
144,1012,2012,0,2,144
145,3001,4001,0,3,145
146,3001,4002,0,3,146
147,3001,4003,0,3,147
148,3001,4004,0,3,148
149,3001,4005,0,3,149
150,3001,4006,0,3,150
151,3001,4007,0,3,151
152,3001,4008,0,3,152
153,3001,4009,0,3,153
154,3001,4010,0,3,154
155,3001,4011,0,3,155
156,3001,4012,0,3,156
157,3002,4001,0,3,157
158,3002,4002,0,3,158
159,3002,4003,0,3,159
160,3002,4004,0,3,160
161,3002,4005,0,3,161
162,3002,4006,0,3,162
163,3002,4007,0,3,163
164,3002,4008,0,3,164
165,3002,4009,0,3,165
166,3002,4010,0,3,166
167,3002,4011,0,3,167
168,3002,4012,0,3,168
169,3003,4001,0,3,169
170,3003,4002,0,3,170
171,3003,4003,0,3,171
172,3003,4004,0,3,172
173,3003,4005,0,3,173
174,3003,4006,0,3,174
175,3003,4007,0,3,175
176,3003,4008,0,3,176
177,3003,4009,0,3,177
178,3003,4010,0,3,178
179,3003,4011,0,3,179
180,3003,4012,0,3,180
181,3004,4001,0,3,181
182,3004,4002,0,3,182
183,3004,4003,0,3,183
184,3004,4004,0,3,184
185,3004,4005,0,3,185
186,3004,4006,0,3,186
187,3004,4007,0,3,187
188,3004,4008,0,3,188
189,3004,4009,0,3,189
190,3004,4010,0,3,190
191,3004,4011,0,3,191
192,3004,4012,0,3,192
193,3005,4001,0,3,193
194,3005,4002,0,3,194
195,3005,4003,0,3,195
196,3005,4004,0,3,196
197,3005,4005,0,3,197
198,3005,4006,0,3,198
199,3005,4007,0,3,199
200,3005,4008,0,3,200
201,3005,4009,0,3,201
202,3005,4010,0,3,202
203,3005,4011,0,3,203
204,3005,4012,0,3,204
205,3006,4001,0,3,205
206,3006,4002,0,3,206
207,3006,4003,0,3,207
208,3006,4004,0,3,208
209,3006,4005,0,3,209
210,3006,4006,0,3,210
211,3006,4007,0,3,211
212,3006,4008,0,3,212
213,3006,4009,0,3,213
214,3006,4010,0,3,214
215,3006,4011,0,3,215
216,3006,4012,0,3,216
217,3007,4001,0,3,217
218,3007,4002,0,3,218
219,3007,4003,0,3,219
220,3007,4004,0,3,220
221,3007,4005,0,3,221
222,3007,4006,0,3,222
223,3007,4007,0,3,223
224,3007,4008,0,3,224
225,3007,4009,0,3,225
226,3007,4010,0,3,226
227,3007,4011,0,3,227
228,3007,4012,0,3,228
229,3008,4001,0,3,229
230,3008,4002,0,3,230
231,3008,4003,0,3,231
232,3008,4004,0,3,232
233,3008,4005,0,3,233
234,3008,4006,0,3,234
235,3008,4007,0,3,235
236,3008,4008,0,3,236
237,3008,4009,0,3,237
238,3008,4010,0,3,238
239,3008,4011,0,3,239
240,3008,4012,0,3,240
241,3009,4001,0,3,241
242,3009,4002,0,3,242
243,3009,4003,0,3,243
244,3009,4004,0,3,244
245,3009,4005,0,3,245
246,3009,4006,0,3,246
247,3009,4007,0,3,247
248,3009,4008,0,3,248
249,3009,4009,0,3,249
250,3009,4010,0,3,250
251,3009,4011,0,3,251
252,3009,4012,0,3,252
253,3010,4001,0,3,253
254,3010,4002,0,3,254
255,3010,4003,0,3,255
256,3010,4004,0,3,256
257,3010,4005,0,3,257
258,3010,4006,0,3,258
259,3010,4007,0,3,259
260,3010,4008,0,3,260
261,3010,4009,0,3,261
262,3010,4010,0,3,262
263,3010,4011,0,3,263
264,3010,4012,0,3,264
265,3011,4001,0,3,265
266,3011,4002,0,3,266
267,3011,4003,0,3,267
268,3011,4004,0,3,268
269,3011,4005,0,3,269
270,3011,4006,0,3,270
271,3011,4007,0,3,271
272,3011,4008,0,3,272
273,3011,4009,0,3,273
274,3011,4010,0,3,274
275,3011,4011,0,3,275
276,3011,4012,0,3,276
277,3012,4001,0,3,277
278,3012,4002,0,3,278
279,3012,4003,0,3,279
280,3012,4004,0,3,280
281,3012,4005,0,3,281
282,3012,4006,0,3,282
283,3012,4007,0,3,283
284,3012,4008,0,3,284
285,3012,4009,0,3,285
286,3012,4010,0,3,286
287,3012,4011,0,3,287
288,3012,4012,0,3,288
289,2001,3002,21,1,289
290,2001,3003,95,1,290
291,2001,3004,82,1,291
292,2001,3005,56,1,292
293,2001,3006,41,1,293
294,2001,3007,6,1,294
295,2001,3008,25,1,295
296,2001,3009,10,1,296
297,2001,3010,4,1,297
298,2001,3011,63,1,298
299,2001,3012,6,1,299
300,2002,3001,21,1,300
301,2002,3003,44,1,301
302,2002,3004,40,1,302
303,2002,3005,75,1,303
304,2002,3006,79,1,304
305,2002,3007,0,1,305
306,2002,3008,89,1,306
307,2002,3009,35,1,307
308,2002,3010,9,1,308
309,2002,3011,1,1,309
310,2002,3012,85,1,310
311,2003,3001,95,1,311
312,2003,3002,44,1,312
313,2003,3004,84,1,313
314,2003,3005,12,1,314
315,2003,3006,0,1,315
316,2003,3007,26,1,316
317,2003,3008,91,1,317
318,2003,3009,11,1,318
319,2003,3010,35,1,319
320,2003,3011,82,1,320
321,2003,3012,26,1,321
322,2004,3001,82,1,322
323,2004,3002,40,1,323
324,2004,3003,84,1,324
325,2004,3005,69,1,325
326,2004,3006,56,1,326
327,2004,3007,86,1,327
328,2004,3008,45,1,328
329,2004,3009,91,1,329
330,2004,3010,59,1,330
331,2004,3011,18,1,331
332,2004,3012,76,1,332
333,2005,3001,56,1,333
334,2005,3002,75,1,334
335,2005,3003,12,1,335
336,2005,3004,69,1,336
337,2005,3006,39,1,337
338,2005,3007,18,1,338
339,2005,3008,57,1,339
340,2005,3009,36,1,340
341,2005,3010,61,1,341
342,2005,3011,36,1,342
343,2005,3012,21,1,343
344,2006,3001,41,1,344
345,2006,3002,79,1,345
346,2006,3003,0,1,346
347,2006,3004,56,1,347
348,2006,3005,39,1,348
349,2006,3007,71,1,349
350,2006,3008,11,1,350
351,2006,3009,29,1,351
352,2006,3010,82,1,352
353,2006,3011,82,1,353
354,2006,3012,6,1,354
355,2007,3001,6,1,355
356,2007,3002,0,1,356
357,2007,3003,26,1,357
358,2007,3004,86,1,358
359,2007,3005,18,1,359
360,2007,3006,71,1,360
361,2007,3008,71,1,361
362,2007,3009,8,1,362
363,2007,3010,77,1,363
364,2007,3011,74,1,364
365,2007,3012,30,1,365
366,2008,3001,25,1,366
367,2008,3002,89,1,367
368,2008,3003,91,1,368
369,2008,3004,45,1,369
370,2008,3005,57,1,370
371,2008,3006,11,1,371
372,2008,3007,71,1,372
373,2008,3009,89,1,373
374,2008,3010,76,1,374
375,2008,3011,76,1,375
376,2008,3012,40,1,376
377,2009,3001,10,1,377
378,2009,3002,35,1,378
379,2009,3003,11,1,379
380,2009,3004,91,1,380
381,2009,3005,36,1,381
382,2009,3006,29,1,382
383,2009,3007,8,1,383
384,2009,3008,89,1,384
385,2009,3010,93,1,385
386,2009,3011,56,1,386
387,2009,3012,1,1,387
388,2010,3001,4,1,388
389,2010,3002,9,1,389
390,2010,3003,35,1,390
391,2010,3004,59,1,391
392,2010,3005,61,1,392
393,2010,3006,82,1,393
394,2010,3007,77,1,394
395,2010,3008,76,1,395
396,2010,3009,93,1,396
397,2010,3011,50,1,397
398,2010,3012,4,1,398
399,2011,3001,63,1,399
400,2011,3002,1,1,400
401,2011,3003,82,1,401
402,2011,3004,18,1,402
403,2011,3005,36,1,403
404,2011,3006,82,1,404
405,2011,3007,74,1,405
406,2011,3008,76,1,406
407,2011,3009,56,1,407
408,2011,3010,50,1,408
409,2011,3012,36,1,409
410,2012,3001,6,1,410
411,2012,3002,85,1,411
412,2012,3003,26,1,412
413,2012,3004,76,1,413
414,2012,3005,21,1,414
415,2012,3006,6,1,415
416,2012,3007,30,1,416
417,2012,3008,40,1,417
418,2012,3009,1,1,418
419,2012,3010,4,1,419
420,2012,3011,36,1,420
421,2001,3001,0,4,421
422,2002,3002,0,4,422
423,2003,3003,0,4,423
424,2004,3004,0,4,424
425,2005,3005,0,4,425
426,2006,3006,0,4,426
427,2007,3007,0,4,427
428,2008,3008,0,4,428
429,2009,3009,0,4,429
430,2010,3010,0,4,430
431,2011,3011,0,4,431
432,2012,3012,0,4,432
