agent_id,origin_node_id,destination_node_id,customized_cost_link_type,customized_cost_link_value,agent_type,set_of_allowed_link_types
130,1006,4011,1,72,1,1;2;3
131,1006,4012,1,99,1,1;2;3
132,1006,4013,1,34,1,1;2;3
133,1006,4014,1,45,1,1;2;3
134,1006,4015,1,18,1,1;2;3
135,1006,4016,1,96,1,1;2;3
136,1006,4017,1,82,1,1;2;3
137,1006,4018,1,79,1,1;2;3
138,1006,4019,1,75,1,1;2;3
139,1006,4020,1,83,1,1;2;3
140,1006,4021,1,43,1,1;2;3
141,1006,4022,1,26,1,1;2;3
142,1006,4023,1,81,1,1;2;3
143,1006,4024,1,39,1,1;2;3
144,1006,4025,1,66,1,1;2;3
145,1007,4001,1,5,1,1;2;3
146,1007,4002,1,9,1,1;2;3
147,1007,4003,1,37,1,1;2;3
148,1007,4004,1,82,1,1;2;3
149,1007,4005,1,91,1,1;2;3
150,1007,4006,1,1,1,1;2;3
151,1007,4008,1,22,1,1;2;3
152,1007,4009,1,71,1,1;2;3
153,1007,4010,1,58,1,1;2;3
154,1007,4011,1,42,1,1;2;3
155,1007,4012,1,91,1,1;2;3
156,1007,4013,1,56,1,1;2;3
157,1007,4014,1,27,1,1;2;3
158,1007,4015,1,56,1,1;2;3
159,1007,4016,1,28,1,1;2;3
160,1007,4017,1,64,1,1;2;3
161,1007,4018,1,98,1,1;2;3
162,1007,4019,1,69,1,1;2;3
163,1007,4020,1,69,1,1;2;3
164,1007,4021,1,93,1,1;2;3
165,1007,4022,1,35,1,1;2;3
166,1007,4023,1,41,1,1;2;3
167,1007,4024,1,67,1,1;2;3
168,1007,4025,1,12,1,1;2;3
169,1008,4001,1,39,1,1;2;3
170,1008,4002,1,96,1,1;2;3
171,1008,4003,1,0,1,1;2;3
172,1008,4004,1,71,1,1;2;3
173,1008,4005,1,63,1,1;2;3
174,1008,4006,1,44,1,1;2;3
175,1008,4007,1,22,1,1;2;3
176,1008,4009,1,33,1,1;2;3
177,1008,4010,1,1,1,1;2;3
178,1008,4011,1,71,1,1;2;3
179,1008,4012,1,72,1,1;2;3
180,1008,4013,1,26,1,1;2;3
181,1008,4014,1,86,1,1;2;3
182,1008,4015,1,67,1,1;2;3
183,1008,4016,1,67,1,1;2;3
184,1008,4017,1,24,1,1;2;3
185,1008,4018,1,10,1,1;2;3
186,1008,4019,1,46,1,1;2;3
187,1008,4020,1,56,1,1;2;3
188,1008,4021,1,56,1,1;2;3
189,1008,4022,1,69,1,1;2;3
190,1008,4023,1,53,1,1;2;3
191,1008,4024,1,48,1,1;2;3
192,1008,4025,1,74,1,1;2;3
193,1009,4001,1,50,1,1;2;3
194,1009,4002,1,70,1,1;2;3
195,1009,4003,1,20,1,1;2;3
196,1009,4004,1,71,1,1;2;3
197,1009,4005,1,70,1,1;2;3
198,1009,4006,1,32,1,1;2;3
199,1009,4007,1,71,1,1;2;3
200,1009,4008,1,33,1,1;2;3
201,1009,4010,1,43,1,1;2;3
202,1009,4011,1,94,1,1;2;3
203,1009,4012,1,29,1,1;2;3
204,1009,4013,1,64,1,1;2;3
205,1009,4014,1,97,1,1;2;3
206,1009,4015,1,38,1,1;2;3
207,1009,4016,1,12,1,1;2;3
208,1009,4017,1,99,1,1;2;3
209,1009,4018,1,51,1,1;2;3
210,1009,4019,1,87,1,1;2;3
211,1009,4020,1,76,1,1;2;3
212,1009,4021,1,71,1,1;2;3
213,1009,4022,1,47,1,1;2;3
214,1009,4023,1,47,1,1;2;3
215,1009,4024,1,9,1,1;2;3
216,1009,4025,1,71,1,1;2;3
217,1010,4001,1,82,1,1;2;3
218,1010,4002,1,21,1,1;2;3
219,1010,4003,1,12,1,1;2;3
220,1010,4004,1,40,1,1;2;3
221,1010,4005,1,1,1,1;2;3
222,1010,4006,1,3,1,1;2;3
223,1010,4007,1,58,1,1;2;3
224,1010,4008,1,1,1,1;2;3
225,1010,4009,1,43,1,1;2;3
226,1010,4011,1,20,1,1;2;3
227,1010,4012,1,81,1,1;2;3
228,1010,4013,1,99,1,1;2;3
229,1010,4014,1,45,1,1;2;3
230,1010,4015,1,56,1,1;2;3
231,1010,4016,1,15,1,1;2;3
232,1010,4017,1,99,1,1;2;3
233,1010,4018,1,64,1,1;2;3
234,1010,4019,1,57,1,1;2;3
235,1010,4020,1,84,1,1;2;3
236,1010,4021,1,83,1,1;2;3
237,1010,4022,1,61,1,1;2;3
238,1010,4023,1,25,1,1;2;3
239,1010,4024,1,41,1,1;2;3
240,1010,4025,1,8,1,1;2;3
241,1011,4001,1,93,1,1;2;3
242,1011,4002,1,37,1,1;2;3
243,1011,4003,1,11,1,1;2;3
244,1011,4004,1,93,1,1;2;3
245,1011,4005,1,22,1,1;2;3
246,1011,4006,1,72,1,1;2;3
247,1011,4007,1,42,1,1;2;3
248,1011,4008,1,71,1,1;2;3
249,1011,4009,1,94,1,1;2;3
250,1011,4010,1,20,1,1;2;3
251,1011,4012,1,46,1,1;2;3
252,1011,4013,1,52,1,1;2;3
253,1011,4014,1,22,1,1;2;3
254,1011,4015,1,33,1,1;2;3
255,1011,4016,1,68,1,1;2;3
256,1011,4017,1,52,1,1;2;3
257,1011,4018,1,28,1,1;2;3
258,1011,4019,1,75,1,1;2;3
259,1011,4020,1,99,1,1;2;3
260,1011,4021,1,6,1,1;2;3
261,1011,4022,1,85,1,1;2;3
262,1011,4023,1,65,1,1;2;3
263,1011,4024,1,47,1,1;2;3
264,1011,4025,1,90,1,1;2;3
265,1012,4001,1,71,1,1;2;3
266,1012,4002,1,37,1,1;2;3
267,1012,4003,1,66,1,1;2;3
268,1012,4004,1,27,1,1;2;3
269,1012,4005,1,49,1,1;2;3
270,1012,4006,1,99,1,1;2;3
271,1012,4007,1,91,1,1;2;3
272,1012,4008,1,72,1,1;2;3
273,1012,4009,1,29,1,1;2;3
274,1012,4010,1,81,1,1;2;3
275,1012,4011,1,46,1,1;2;3
276,1012,4013,1,24,1,1;2;3
277,1012,4014,1,79,1,1;2;3
278,1012,4015,1,70,1,1;2;3
279,1012,4016,1,28,1,1;2;3
280,1012,4017,1,19,1,1;2;3
281,1012,4018,1,87,1,1;2;3
282,1012,4019,1,80,1,1;2;3
283,1012,4020,1,4,1,1;2;3
284,1012,4021,1,21,1,1;2;3
285,1012,4022,1,34,1,1;2;3
286,1012,4023,1,12,1,1;2;3
287,1012,4024,1,20,1,1;2;3
288,1012,4025,1,67,1,1;2;3
289,1013,4001,1,35,1,1;2;3
290,1013,4002,1,67,1,1;2;3
291,1013,4003,1,84,1,1;2;3
292,1013,4004,1,93,1,1;2;3
293,1013,4005,1,24,1,1;2;3
294,1013,4006,1,34,1,1;2;3
295,1013,4007,1,56,1,1;2;3
296,1013,4008,1,26,1,1;2;3
297,1013,4009,1,64,1,1;2;3
298,1013,4010,1,99,1,1;2;3
299,1013,4011,1,52,1,1;2;3
300,1013,4012,1,24,1,1;2;3
301,1013,4014,1,24,1,1;2;3
302,1013,4015,1,94,1,1;2;3
303,1013,4016,1,10,1,1;2;3
304,1013,4017,1,64,1,1;2;3
305,1013,4018,1,52,1,1;2;3
306,1013,4019,1,92,1,1;2;3
307,1013,4020,1,49,1,1;2;3
308,1013,4021,1,68,1,1;2;3
309,1013,4022,1,65,1,1;2;3
310,1013,4023,1,66,1,1;2;3
311,1013,4024,1,28,1,1;2;3
312,1013,4025,1,81,1,1;2;3
313,1014,4001,1,14,1,1;2;3
314,1014,4002,1,93,1,1;2;3
315,1014,4003,1,80,1,1;2;3
316,1014,4004,1,92,1,1;2;3
317,1014,4005,1,58,1,1;2;3
318,1014,4006,1,45,1,1;2;3
319,1014,4007,1,27,1,1;2;3
320,1014,4008,1,86,1,1;2;3
321,1014,4009,1,97,1,1;2;3
322,1014,4010,1,45,1,1;2;3
323,1014,4011,1,22,1,1;2;3
324,1014,4012,1,79,1,1;2;3
325,1014,4013,1,24,1,1;2;3
326,1014,4015,1,17,1,1;2;3
327,1014,4016,1,58,1,1;2;3
328,1014,4017,1,99,1,1;2;3
329,1014,4018,1,90,1,1;2;3
330,1014,4019,1,70,1,1;2;3
331,1014,4020,1,17,1,1;2;3
332,1014,4021,1,57,1,1;2;3
333,1014,4022,1,37,1,1;2;3
334,1014,4023,1,2,1,1;2;3
335,1014,4024,1,37,1,1;2;3
336,1014,4025,1,3,1,1;2;3
337,1015,4001,1,20,1,1;2;3
338,1015,4002,1,93,1,1;2;3
339,1015,4003,1,1,1,1;2;3
340,1015,4004,1,34,1,1;2;3
341,1015,4005,1,62,1,1;2;3
342,1015,4006,1,18,1,1;2;3
343,1015,4007,1,56,1,1;2;3
344,1015,4008,1,67,1,1;2;3
345,1015,4009,1,38,1,1;2;3
346,1015,4010,1,56,1,1;2;3
347,1015,4011,1,33,1,1;2;3
348,1015,4012,1,70,1,1;2;3
349,1015,4013,1,94,1,1;2;3
350,1015,4014,1,17,1,1;2;3
351,1015,4016,1,43,1,1;2;3
352,1015,4017,1,20,1,1;2;3
353,1015,4018,1,68,1,1;2;3
354,1015,4019,1,35,1,1;2;3
355,1015,4020,1,60,1,1;2;3
356,1015,4021,1,23,1,1;2;3
357,1015,4022,1,48,1,1;2;3
358,1015,4023,1,40,1,1;2;3
359,1015,4024,1,10,1,1;2;3
360,1015,4025,1,42,1,1;2;3
361,1016,4001,1,74,1,1;2;3
362,1016,4002,1,39,1,1;2;3
363,1016,4003,1,55,1,1;2;3
364,1016,4004,1,39,1,1;2;3
365,1016,4005,1,49,1,1;2;3
366,1016,4006,1,96,1,1;2;3
367,1016,4007,1,28,1,1;2;3
368,1016,4008,1,67,1,1;2;3
369,1016,4009,1,12,1,1;2;3
370,1016,4010,1,15,1,1;2;3
371,1016,4011,1,68,1,1;2;3
372,1016,4012,1,28,1,1;2;3
373,1016,4013,1,10,1,1;2;3
374,1016,4014,1,58,1,1;2;3
375,1016,4015,1,43,1,1;2;3
376,1016,4017,1,83,1,1;2;3
377,1016,4018,1,82,1,1;2;3
378,1016,4019,1,27,1,1;2;3
379,1016,4020,1,49,1,1;2;3
380,1016,4021,1,15,1,1;2;3
381,1016,4022,1,34,1,1;2;3
382,1016,4023,1,50,1,1;2;3
383,1016,4024,1,42,1,1;2;3
384,1016,4025,1,26,1,1;2;3
385,1017,4001,1,49,1,1;2;3
386,1017,4002,1,2,1,1;2;3
387,1017,4003,1,9,1,1;2;3
388,1017,4004,1,31,1,1;2;3
389,1017,4005,1,94,1,1;2;3
390,1017,4006,1,82,1,1;2;3
391,1017,4007,1,64,1,1;2;3
392,1017,4008,1,24,1,1;2;3
393,1017,4009,1,99,1,1;2;3
394,1017,4010,1,99,1,1;2;3
395,1017,4011,1,52,1,1;2;3
396,1017,4012,1,19,1,1;2;3
397,1017,4013,1,64,1,1;2;3
398,1017,4014,1,99,1,1;2;3
399,1017,4015,1,20,1,1;2;3
400,1017,4016,1,83,1,1;2;3
401,1017,4018,1,33,1,1;2;3
402,1017,4019,1,23,1,1;2;3
403,1017,4020,1,16,1,1;2;3
404,1017,4021,1,69,1,1;2;3
405,1017,4022,1,97,1,1;2;3
406,1017,4023,1,13,1,1;2;3
407,1017,4024,1,35,1,1;2;3
408,1017,4025,1,80,1,1;2;3
409,1018,4001,1,50,1,1;2;3
410,1018,4002,1,52,1,1;2;3
411,1018,4003,1,21,1,1;2;3
412,1018,4004,1,26,1,1;2;3
413,1018,4005,1,92,1,1;2;3
414,1018,4006,1,79,1,1;2;3
415,1018,4007,1,98,1,1;2;3
416,1018,4008,1,10,1,1;2;3
417,1018,4009,1,51,1,1;2;3
418,1018,4010,1,64,1,1;2;3
419,1018,4011,1,28,1,1;2;3
420,1018,4012,1,87,1,1;2;3
421,1018,4013,1,52,1,1;2;3
422,1018,4014,1,90,1,1;2;3
423,1018,4015,1,68,1,1;2;3
424,1018,4016,1,82,1,1;2;3
425,1018,4017,1,33,1,1;2;3
426,1018,4019,1,40,1,1;2;3
427,1018,4020,1,55,1,1;2;3
428,1018,4021,1,30,1,1;2;3
429,1018,4022,1,22,1,1;2;3
430,1018,4023,1,76,1,1;2;3
431,1018,4024,1,55,1,1;2;3
432,1018,4025,1,56,1,1;2;3
433,1019,4001,1,37,1,1;2;3
434,1019,4002,1,26,1,1;2;3
435,1019,4003,1,12,1,1;2;3
436,1019,4004,1,1,1,1;2;3
437,1019,4005,1,63,1,1;2;3
438,1019,4006,1,75,1,1;2;3
439,1019,4007,1,69,1,1;2;3
440,1019,4008,1,46,1,1;2;3
441,1019,4009,1,87,1,1;2;3
442,1019,4010,1,57,1,1;2;3
443,1019,4011,1,75,1,1;2;3
444,1019,4012,1,80,1,1;2;3
445,1019,4013,1,92,1,1;2;3
446,1019,4014,1,70,1,1;2;3
447,1019,4015,1,35,1,1;2;3
448,1019,4016,1,27,1,1;2;3
449,1019,4017,1,23,1,1;2;3
450,1019,4018,1,40,1,1;2;3
451,1019,4020,1,91,1,1;2;3
452,1019,4021,1,74,1,1;2;3
453,1019,4022,1,82,1,1;2;3
454,1019,4023,1,96,1,1;2;3
455,1019,4024,1,2,1,1;2;3
456,1019,4025,1,13,1,1;2;3
457,1020,4001,1,79,1,1;2;3
458,1020,4002,1,90,1,1;2;3
459,1020,4003,1,65,1,1;2;3
460,1020,4004,1,87,1,1;2;3
461,1020,4005,1,13,1,1;2;3
462,1020,4006,1,83,1,1;2;3
463,1020,4007,1,69,1,1;2;3
464,1020,4008,1,56,1,1;2;3
465,1020,4009,1,76,1,1;2;3
466,1020,4010,1,84,1,1;2;3
467,1020,4011,1,99,1,1;2;3
468,1020,4012,1,4,1,1;2;3
469,1020,4013,1,49,1,1;2;3
470,1020,4014,1,17,1,1;2;3
471,1020,4015,1,60,1,1;2;3
472,1020,4016,1,49,1,1;2;3
473,1020,4017,1,16,1,1;2;3
474,1020,4018,1,55,1,1;2;3
475,1020,4019,1,91,1,1;2;3
476,1020,4021,1,4,1,1;2;3
477,1020,4022,1,4,1,1;2;3
478,1020,4023,1,35,1,1;2;3
479,1020,4024,1,48,1,1;2;3
480,1020,4025,1,29,1,1;2;3
481,1021,4001,1,19,1,1;2;3
482,1021,4002,1,26,1,1;2;3
483,1021,4003,1,7,1,1;2;3
484,1021,4004,1,72,1,1;2;3
485,1021,4005,1,45,1,1;2;3
486,1021,4006,1,43,1,1;2;3
487,1021,4007,1,93,1,1;2;3
488,1021,4008,1,56,1,1;2;3
489,1021,4009,1,71,1,1;2;3
490,1021,4010,1,83,1,1;2;3
491,1021,4011,1,6,1,1;2;3
492,1021,4012,1,21,1,1;2;3
493,1021,4013,1,68,1,1;2;3
494,1021,4014,1,57,1,1;2;3
495,1021,4015,1,23,1,1;2;3
496,1021,4016,1,15,1,1;2;3
497,1021,4017,1,69,1,1;2;3
498,1021,4018,1,30,1,1;2;3
499,1021,4019,1,74,1,1;2;3
500,1021,4020,1,4,1,1;2;3
501,1021,4022,1,42,1,1;2;3
502,1021,4023,1,56,1,1;2;3
503,1021,4024,1,3,1,1;2;3
504,1021,4025,1,30,1,1;2;3
505,1022,4001,1,51,1,1;2;3
506,1022,4002,1,1,1,1;2;3
507,1022,4003,1,17,1,1;2;3
508,1022,4004,1,59,1,1;2;3
509,1022,4005,1,22,1,1;2;3
510,1022,4006,1,26,1,1;2;3
511,1022,4007,1,35,1,1;2;3
512,1022,4008,1,69,1,1;2;3
513,1022,4009,1,47,1,1;2;3
514,1022,4010,1,61,1,1;2;3
515,1022,4011,1,85,1,1;2;3
516,1022,4012,1,34,1,1;2;3
517,1022,4013,1,65,1,1;2;3
518,1022,4014,1,37,1,1;2;3
519,1022,4015,1,48,1,1;2;3
520,1022,4016,1,34,1,1;2;3
521,1022,4017,1,97,1,1;2;3
522,1022,4018,1,22,1,1;2;3
523,1022,4019,1,82,1,1;2;3
524,1022,4020,1,4,1,1;2;3
525,1022,4021,1,42,1,1;2;3
526,1022,4023,1,60,1,1;2;3
527,1022,4024,1,81,1,1;2;3
528,1022,4025,1,37,1,1;2;3
529,1023,4001,1,70,1,1;2;3
530,1023,4002,1,68,1,1;2;3
531,1023,4003,1,51,1,1;2;3
532,1023,4004,1,97,1,1;2;3
533,1023,4005,1,69,1,1;2;3
534,1023,4006,1,81,1,1;2;3
535,1023,4007,1,41,1,1;2;3
536,1023,4008,1,53,1,1;2;3
537,1023,4009,1,47,1,1;2;3
538,1023,4010,1,25,1,1;2;3
539,1023,4011,1,65,1,1;2;3
540,1023,4012,1,12,1,1;2;3
541,1023,4013,1,66,1,1;2;3
542,1023,4014,1,2,1,1;2;3
543,1023,4015,1,40,1,1;2;3
544,1023,4016,1,50,1,1;2;3
545,1023,4017,1,13,1,1;2;3
546,1023,4018,1,76,1,1;2;3
547,1023,4019,1,96,1,1;2;3
548,1023,4020,1,35,1,1;2;3
549,1023,4021,1,56,1,1;2;3
550,1023,4022,1,60,1,1;2;3
551,1023,4024,1,42,1,1;2;3
552,1023,4025,1,3,1,1;2;3
553,1024,4001,1,42,1,1;2;3
554,1024,4002,1,93,1,1;2;3
555,1024,4003,1,84,1,1;2;3
556,1024,4004,1,46,1,1;2;3
557,1024,4005,1,70,1,1;2;3
558,1024,4006,1,39,1,1;2;3
559,1024,4007,1,67,1,1;2;3
560,1024,4008,1,48,1,1;2;3
561,1024,4009,1,9,1,1;2;3
562,1024,4010,1,41,1,1;2;3
563,1024,4011,1,47,1,1;2;3
564,1024,4012,1,20,1,1;2;3
565,1024,4013,1,28,1,1;2;3
566,1024,4014,1,37,1,1;2;3
567,1024,4015,1,10,1,1;2;3
568,1024,4016,1,42,1,1;2;3
569,1024,4017,1,35,1,1;2;3
570,1024,4018,1,55,1,1;2;3
571,1024,4019,1,2,1,1;2;3
572,1024,4020,1,48,1,1;2;3
573,1024,4021,1,3,1,1;2;3
574,1024,4022,1,81,1,1;2;3
575,1024,4023,1,42,1,1;2;3
576,1024,4025,1,17,1,1;2;3
577,1025,4001,1,26,1,1;2;3
578,1025,4002,1,7,1,1;2;3
579,1025,4003,1,87,1,1;2;3
580,1025,4004,1,62,1,1;2;3
581,1025,4005,1,18,1,1;2;3
582,1025,4006,1,66,1,1;2;3
583,1025,4007,1,12,1,1;2;3
584,1025,4008,1,74,1,1;2;3
585,1025,4009,1,71,1,1;2;3
586,1025,4010,1,8,1,1;2;3
587,1025,4011,1,90,1,1;2;3
588,1025,4012,1,67,1,1;2;3
589,1025,4013,1,81,1,1;2;3
590,1025,4014,1,3,1,1;2;3
591,1025,4015,1,42,1,1;2;3
592,1025,4016,1,26,1,1;2;3
593,1025,4017,1,80,1,1;2;3
594,1025,4018,1,56,1,1;2;3
595,1025,4019,1,13,1,1;2;3
596,1025,4020,1,29,1,1;2;3
597,1025,4021,1,30,1,1;2;3
598,1025,4022,1,37,1,1;2;3
599,1025,4023,1,3,1,1;2;3
600,1025,4024,1,17,1,1;2;3
601,1001,4001,2,1,2,2;3;4
602,1002,4002,2,1,2,2;3;4
603,1003,4003,2,1,2,2;3;4
604,1004,4004,2,1,2,2;3;4
605,1005,4005,2,1,2,2;3;4
606,1006,4006,2,1,2,2;3;4
607,1007,4007,2,1,2,2;3;4
608,1008,4008,2,1,2,2;3;4
609,1009,4009,2,1,2,2;3;4
610,1010,4010,2,1,2,2;3;4
611,1011,4011,2,1,2,2;3;4
612,1012,4012,2,1,2,2;3;4
613,1013,4013,2,1,2,2;3;4
614,1014,4014,2,1,2,2;3;4
615,1015,4015,2,1,2,2;3;4
616,1016,4016,2,1,2,2;3;4
617,1017,4017,2,1,2,2;3;4
618,1018,4018,2,1,2,2;3;4
619,1019,4019,2,1,2,2;3;4
620,1020,4020,2,1,2,2;3;4
621,1021,4021,2,1,2,2;3;4
622,1022,4022,2,1,2,2;3;4
623,1023,4023,2,1,2,2;3;4
624,1024,4024,2,1,2,2;3;4
625,1025,4025,2,1,2,2;3;4
