agent_id,origin_node_id,destination_node_id,customized_cost_link_type,customized_cost_link_value,agent_type,set_of_allowed_link_types
245,1013,4018,1,84,1,1;2;3
246,1013,4019,1,80,1,1;2;3
247,1013,4020,1,1,1,1;2;3
248,1014,4001,1,67,1,1;2;3
249,1014,4002,1,68,1,1;2;3
250,1014,4003,1,7,1,1;2;3
251,1014,4004,1,39,1,1;2;3
252,1014,4005,1,77,1,1;2;3
253,1014,4006,1,2,1,1;2;3
254,1014,4007,1,31,1,1;2;3
255,1014,4008,1,50,1,1;2;3
256,1014,4009,1,79,1,1;2;3
257,1014,4010,1,9,1,1;2;3
258,1014,4011,1,39,1,1;2;3
259,1014,4012,1,93,1,1;2;3
260,1014,4013,1,20,1,1;2;3
261,1014,4015,1,55,1,1;2;3
262,1014,4016,1,9,1,1;2;3
263,1014,4017,1,21,1,1;2;3
264,1014,4018,1,12,1,1;2;3
265,1014,4019,1,65,1,1;2;3
266,1014,4020,1,7,1,1;2;3
267,1015,4001,1,26,1,1;2;3
268,1015,4002,1,33,1,1;2;3
269,1015,4003,1,84,1,1;2;3
270,1015,4004,1,15,1,1;2;3
271,1015,4005,1,44,1,1;2;3
272,1015,4006,1,43,1,1;2;3
273,1015,4007,1,75,1,1;2;3
274,1015,4008,1,82,1,1;2;3
275,1015,4009,1,19,1,1;2;3
276,1015,4010,1,96,1,1;2;3
277,1015,4011,1,2,1,1;2;3
278,1015,4012,1,7,1,1;2;3
279,1015,4013,1,12,1,1;2;3
280,1015,4014,1,55,1,1;2;3
281,1015,4016,1,17,1,1;2;3
282,1015,4017,1,51,1,1;2;3
283,1015,4018,1,84,1,1;2;3
284,1015,4019,1,87,1,1;2;3
285,1015,4020,1,2,1,1;2;3
286,1016,4001,1,82,1,1;2;3
287,1016,4002,1,3,1,1;2;3
288,1016,4003,1,6,1,1;2;3
289,1016,4004,1,66,1,1;2;3
290,1016,4005,1,26,1,1;2;3
291,1016,4006,1,65,1,1;2;3
292,1016,4007,1,1,1,1;2;3
293,1016,4008,1,93,1,1;2;3
294,1016,4009,1,51,1,1;2;3
295,1016,4010,1,70,1,1;2;3
296,1016,4011,1,52,1,1;2;3
297,1016,4012,1,94,1,1;2;3
298,1016,4013,1,11,1,1;2;3
299,1016,4014,1,9,1,1;2;3
300,1016,4015,1,17,1,1;2;3
301,1016,4017,1,27,1,1;2;3
302,1016,4018,1,82,1,1;2;3
303,1016,4019,1,71,1,1;2;3
304,1016,4020,1,71,1,1;2;3
305,1017,4001,1,44,1,1;2;3
306,1017,4002,1,21,1,1;2;3
307,1017,4003,1,0,1,1;2;3
308,1017,4004,1,42,1,1;2;3
309,1017,4005,1,76,1,1;2;3
310,1017,4006,1,37,1,1;2;3
311,1017,4007,1,95,1,1;2;3
312,1017,4008,1,71,1,1;2;3
313,1017,4009,1,70,1,1;2;3
314,1017,4010,1,21,1,1;2;3
315,1017,4011,1,26,1,1;2;3
316,1017,4012,1,19,1,1;2;3
317,1017,4013,1,66,1,1;2;3
318,1017,4014,1,21,1,1;2;3
319,1017,4015,1,51,1,1;2;3
320,1017,4016,1,27,1,1;2;3
321,1017,4018,1,40,1,1;2;3
322,1017,4019,1,93,1,1;2;3
323,1017,4020,1,27,1,1;2;3
324,1018,4001,1,35,1,1;2;3
325,1018,4002,1,90,1,1;2;3
326,1018,4003,1,0,1,1;2;3
327,1018,4004,1,23,1,1;2;3
328,1018,4005,1,86,1,1;2;3
329,1018,4006,1,49,1,1;2;3
330,1018,4007,1,7,1,1;2;3
331,1018,4008,1,35,1,1;2;3
332,1018,4009,1,42,1,1;2;3
333,1018,4010,1,37,1,1;2;3
334,1018,4011,1,90,1,1;2;3
335,1018,4012,1,54,1,1;2;3
336,1018,4013,1,84,1,1;2;3
337,1018,4014,1,12,1,1;2;3
338,1018,4015,1,84,1,1;2;3
339,1018,4016,1,82,1,1;2;3
340,1018,4017,1,40,1,1;2;3
341,1018,4019,1,93,1,1;2;3
342,1018,4020,1,92,1,1;2;3
343,1019,4001,1,3,1,1;2;3
344,1019,4002,1,45,1,1;2;3
345,1019,4003,1,48,1,1;2;3
346,1019,4004,1,62,1,1;2;3
347,1019,4005,1,60,1,1;2;3
348,1019,4006,1,61,1,1;2;3
349,1019,4007,1,92,1,1;2;3
350,1019,4008,1,14,1,1;2;3
351,1019,4009,1,26,1,1;2;3
352,1019,4010,1,37,1,1;2;3
353,1019,4011,1,26,1,1;2;3
354,1019,4012,1,37,1,1;2;3
355,1019,4013,1,80,1,1;2;3
356,1019,4014,1,65,1,1;2;3
357,1019,4015,1,87,1,1;2;3
358,1019,4016,1,71,1,1;2;3
359,1019,4017,1,93,1,1;2;3
360,1019,4018,1,93,1,1;2;3
361,1019,4020,1,34,1,1;2;3
362,1020,4001,1,62,1,1;2;3
363,1020,4002,1,47,1,1;2;3
364,1020,4003,1,62,1,1;2;3
365,1020,4004,1,62,1,1;2;3
366,1020,4005,1,62,1,1;2;3
367,1020,4006,1,5,1,1;2;3
368,1020,4007,1,69,1,1;2;3
369,1020,4008,1,20,1,1;2;3
370,1020,4009,1,79,1,1;2;3
371,1020,4010,1,67,1,1;2;3
372,1020,4011,1,1,1,1;2;3
373,1020,4012,1,0,1,1;2;3
374,1020,4013,1,1,1,1;2;3
375,1020,4014,1,7,1,1;2;3
376,1020,4015,1,2,1,1;2;3
377,1020,4016,1,71,1,1;2;3
378,1020,4017,1,27,1,1;2;3
379,1020,4018,1,92,1,1;2;3
380,1020,4019,1,34,1,1;2;3
381,1001,4001,2,1,2,2;3;4
382,1002,4002,2,1,2,2;3;4
383,1003,4003,2,1,2,2;3;4
384,1004,4004,2,1,2,2;3;4
385,1005,4005,2,1,2,2;3;4
386,1006,4006,2,1,2,2;3;4
387,1007,4007,2,1,2,2;3;4
388,1008,4008,2,1,2,2;3;4
389,1009,4009,2,1,2,2;3;4
390,1010,4010,2,1,2,2;3;4
391,1011,4011,2,1,2,2;3;4
392,1012,4012,2,1,2,2;3;4
393,1013,4013,2,1,2,2;3;4
394,1014,4014,2,1,2,2;3;4
395,1015,4015,2,1,2,2;3;4
396,1016,4016,2,1,2,2;3;4
397,1017,4017,2,1,2,2;3;4
398,1018,4018,2,1,2,2;3;4
399,1019,4019,2,1,2,2;3;4
400,1020,4020,2,1,2,2;3;4
