link_id,from_node_id,to_node_id,fixed_cost,link_type,acting_link_id
72,1005,2012,0,2,72
73,1005,2013,0,2,73
74,1005,2014,0,2,74
75,1005,2015,0,2,75
76,1006,2001,0,2,76
77,1006,2002,0,2,77
78,1006,2003,0,2,78
79,1006,2004,0,2,79
80,1006,2005,0,2,80
81,1006,2006,0,2,81
82,1006,2007,0,2,82
83,1006,2008,0,2,83
84,1006,2009,0,2,84
85,1006,2010,0,2,85
86,1006,2011,0,2,86
87,1006,2012,0,2,87
88,1006,2013,0,2,88
89,1006,2014,0,2,89
90,1006,2015,0,2,90
91,1007,2001,0,2,91
92,1007,2002,0,2,92
93,1007,2003,0,2,93
94,1007,2004,0,2,94
95,1007,2005,0,2,95
96,1007,2006,0,2,96
97,1007,2007,0,2,97
98,1007,2008,0,2,98
99,1007,2009,0,2,99
100,1007,2010,0,2,100
101,1007,2011,0,2,101
102,1007,2012,0,2,102
103,1007,2013,0,2,103
104,1007,2014,0,2,104
105,1007,2015,0,2,105
106,1008,2001,0,2,106
107,1008,2002,0,2,107
108,1008,2003,0,2,108
109,1008,2004,0,2,109
110,1008,2005,0,2,110
111,1008,2006,0,2,111
112,1008,2007,0,2,112
113,1008,2008,0,2,113
114,1008,2009,0,2,114
115,1008,2010,0,2,115
116,1008,2011,0,2,116
117,1008,2012,0,2,117
118,1008,2013,0,2,118
119,1008,2014,0,2,119
120,1008,2015,0,2,120
121,1009,2001,0,2,121
122,1009,2002,0,2,122
123,1009,2003,0,2,123
124,1009,2004,0,2,124
125,1009,2005,0,2,125
126,1009,2006,0,2,126
127,1009,2007,0,2,127
128,1009,2008,0,2,128
129,1009,2009,0,2,129
130,1009,2010,0,2,130
131,1009,2011,0,2,131
132,1009,2012,0,2,132
133,1009,2013,0,2,133
134,1009,2014,0,2,134
135,1009,2015,0,2,135
136,1010,2001,0,2,136
137,1010,2002,0,2,137
138,1010,2003,0,2,138
139,1010,2004,0,2,139
140,1010,2005,0,2,140
141,1010,2006,0,2,141
142,1010,2007,0,2,142
143,1010,2008,0,2,143
144,1010,2009,0,2,144
145,1010,2010,0,2,145
146,1010,2011,0,2,146
147,1010,2012,0,2,147
148,1010,2013,0,2,148
149,1010,2014,0,2,149
150,1010,2015,0,2,150
151,1011,2001,0,2,151
152,1011,2002,0,2,152
153,1011,2003,0,2,153
154,1011,2004,0,2,154
155,1011,2005,0,2,155
156,1011,2006,0,2,156
157,1011,2007,0,2,157
158,1011,2008,0,2,158
159,1011,2009,0,2,159
160,1011,2010,0,2,160
161,1011,2011,0,2,161
162,1011,2012,0,2,162
163,1011,2013,0,2,163
164,1011,2014,0,2,164
165,1011,2015,0,2,165
166,1012,2001,0,2,166
167,1012,2002,0,2,167
168,1012,2003,0,2,168
169,1012,2004,0,2,169
170,1012,2005,0,2,170
171,1012,2006,0,2,171
172,1012,2007,0,2,172
173,1012,2008,0,2,173
174,1012,2009,0,2,174
175,1012,2010,0,2,175
176,1012,2011,0,2,176
177,1012,2012,0,2,177
178,1012,2013,0,2,178
179,1012,2014,0,2,179
180,1012,2015,0,2,180
181,1013,2001,0,2,181
182,1013,2002,0,2,182
183,1013,2003,0,2,183
184,1013,2004,0,2,184
185,1013,2005,0,2,185
186,1013,2006,0,2,186
187,1013,2007,0,2,187
188,1013,2008,0,2,188
189,1013,2009,0,2,189
190,1013,2010,0,2,190
191,1013,2011,0,2,191
192,1013,2012,0,2,192
193,1013,2013,0,2,193
194,1013,2014,0,2,194
195,1013,2015,0,2,195
196,1014,2001,0,2,196
197,1014,2002,0,2,197
198,1014,2003,0,2,198
199,1014,2004,0,2,199
200,1014,2005,0,2,200
201,1014,2006,0,2,201
202,1014,2007,0,2,202
203,1014,2008,0,2,203
204,1014,2009,0,2,204
205,1014,2010,0,2,205
206,1014,2011,0,2,206
207,1014,2012,0,2,207
208,1014,2013,0,2,208
209,1014,2014,0,2,209
210,1014,2015,0,2,210
211,1015,2001,0,2,211
212,1015,2002,0,2,212
213,1015,2003,0,2,213
214,1015,2004,0,2,214
215,1015,2005,0,2,215
216,1015,2006,0,2,216
217,1015,2007,0,2,217
218,1015,2008,0,2,218
219,1015,2009,0,2,219
220,1015,2010,0,2,220
221,1015,2011,0,2,221
222,1015,2012,0,2,222
223,1015,2013,0,2,223
224,1015,2014,0,2,224
225,1015,2015,0,2,225
226,3001,4001,0,3,226
227,3001,4002,0,3,227
228,3001,4003,0,3,228
229,3001,4004,0,3,229
230,3001,4005,0,3,230
231,3001,4006,0,3,231
232,3001,4007,0,3,232
233,3001,4008,0,3,233
234,3001,4009,0,3,234
235,3001,4010,0,3,235
236,3001,4011,0,3,236
237,3001,4012,0,3,237
238,3001,4013,0,3,238
239,3001,4014,0,3,239
240,3001,4015,0,3,240
241,3002,4001,0,3,241
242,3002,4002,0,3,242
243,3002,4003,0,3,243
244,3002,4004,0,3,244
245,3002,4005,0,3,245
246,3002,4006,0,3,246
247,3002,4007,0,3,247
248,3002,4008,0,3,248
249,3002,4009,0,3,249
250,3002,4010,0,3,250
251,3002,4011,0,3,251
252,3002,4012,0,3,252
253,3002,4013,0,3,253
254,3002,4014,0,3,254
255,3002,4015,0,3,255
256,3003,4001,0,3,256
257,3003,4002,0,3,257
258,3003,4003,0,3,258
259,3003,4004,0,3,259
260,3003,4005,0,3,260
261,3003,4006,0,3,261
262,3003,4007,0,3,262
263,3003,4008,0,3,263
264,3003,4009,0,3,264
265,3003,4010,0,3,265
266,3003,4011,0,3,266
267,3003,4012,0,3,267
268,3003,4013,0,3,268
269,3003,4014,0,3,269
270,3003,4015,0,3,270
271,3004,4001,0,3,271
272,3004,4002,0,3,272
273,3004,4003,0,3,273
274,3004,4004,0,3,274
275,3004,4005,0,3,275
276,3004,4006,0,3,276
277,3004,4007,0,3,277
278,3004,4008,0,3,278
279,3004,4009,0,3,279
280,3004,4010,0,3,280
281,3004,4011,0,3,281
282,3004,4012,0,3,282
283,3004,4013,0,3,283
284,3004,4014,0,3,284
285,3004,4015,0,3,285
286,3005,4001,0,3,286
287,3005,4002,0,3,287
288,3005,4003,0,3,288
289,3005,4004,0,3,289
290,3005,4005,0,3,290
291,3005,4006,0,3,291
292,3005,4007,0,3,292
293,3005,4008,0,3,293
294,3005,4009,0,3,294
295,3005,4010,0,3,295
296,3005,4011,0,3,296
297,3005,4012,0,3,297
298,3005,4013,0,3,298
299,3005,4014,0,3,299
300,3005,4015,0,3,300
301,3006,4001,0,3,301
302,3006,4002,0,3,302
303,3006,4003,0,3,303
304,3006,4004,0,3,304
305,3006,4005,0,3,305
306,3006,4006,0,3,306
307,3006,4007,0,3,307
308,3006,4008,0,3,308
309,3006,4009,0,3,309
310,3006,4010,0,3,310
311,3006,4011,0,3,311
312,3006,4012,0,3,312
313,3006,4013,0,3,313
314,3006,4014,0,3,314
315,3006,4015,0,3,315
316,3007,4001,0,3,316
317,3007,4002,0,3,317
318,3007,4003,0,3,318
319,3007,4004,0,3,319
320,3007,4005,0,3,320
321,3007,4006,0,3,321
322,3007,4007,0,3,322
323,3007,4008,0,3,323
324,3007,4009,0,3,324
325,3007,4010,0,3,325
326,3007,4011,0,3,326
327,3007,4012,0,3,327
328,3007,4013,0,3,328
329,3007,4014,0,3,329
330,3007,4015,0,3,330
331,3008,4001,0,3,331
332,3008,4002,0,3,332
333,3008,4003,0,3,333
334,3008,4004,0,3,334
335,3008,4005,0,3,335
336,3008,4006,0,3,336
337,3008,4007,0,3,337
338,3008,4008,0,3,338
339,3008,4009,0,3,339
340,3008,4010,0,3,340
341,3008,4011,0,3,341
342,3008,4012,0,3,342
343,3008,4013,0,3,343
344,3008,4014,0,3,344
345,3008,4015,0,3,345
346,3009,4001,0,3,346
347,3009,4002,0,3,347
348,3009,4003,0,3,348
349,3009,4004,0,3,349
350,3009,4005,0,3,350
351,3009,4006,0,3,351
352,3009,4007,0,3,352
353,3009,4008,0,3,353
354,3009,4009,0,3,354
355,3009,4010,0,3,355
356,3009,4011,0,3,356
357,3009,4012,0,3,357
358,3009,4013,0,3,358
359,3009,4014,0,3,359
360,3009,4015,0,3,360
361,3010,4001,0,3,361
362,3010,4002,0,3,362
363,3010,4003,0,3,363
364,3010,4004,0,3,364
365,3010,4005,0,3,365
366,3010,4006,0,3,366
367,3010,4007,0,3,367
368,3010,4008,0,3,368
369,3010,4009,0,3,369
370,3010,4010,0,3,370
371,3010,4011,0,3,371
372,3010,4012,0,3,372
373,3010,4013,0,3,373
374,3010,4014,0,3,374
375,3010,4015,0,3,375
376,3011,4001,0,3,376
377,3011,4002,0,3,377
378,3011,4003,0,3,378
379,3011,4004,0,3,379
380,3011,4005,0,3,380
381,3011,4006,0,3,381
382,3011,4007,0,3,382
383,3011,4008,0,3,383
384,3011,4009,0,3,384
385,3011,4010,0,3,385
386,3011,4011,0,3,386
387,3011,4012,0,3,387
388,3011,4013,0,3,388
389,3011,4014,0,3,389
390,3011,4015,0,3,390
391,3012,4001,0,3,391
392,3012,4002,0,3,392
393,3012,4003,0,3,393
394,3012,4004,0,3,394
395,3012,4005,0,3,395
396,3012,4006,0,3,396
397,3012,4007,0,3,397
398,3012,4008,0,3,398
399,3012,4009,0,3,399
400,3012,4010,0,3,400
401,3012,4011,0,3,401
402,3012,4012,0,3,402
403,3012,4013,0,3,403
404,3012,4014,0,3,404
405,3012,4015,0,3,405
406,3013,4001,0,3,406
407,3013,4002,0,3,407
408,3013,4003,0,3,408
409,3013,4004,0,3,409
410,3013,4005,0,3,410
411,3013,4006,0,3,411
412,3013,4007,0,3,412
413,3013,4008,0,3,413
414,3013,4009,0,3,414
415,3013,4010,0,3,415
416,3013,4011,0,3,416
417,3013,4012,0,3,417
418,3013,4013,0,3,418
419,3013,4014,0,3,419
420,3013,4015,0,3,420
421,3014,4001,0,3,421
422,3014,4002,0,3,422
423,3014,4003,0,3,423
424,3014,4004,0,3,424
425,3014,4005,0,3,425
426,3014,4006,0,3,426
427,3014,4007,0,3,427
428,3014,4008,0,3,428
429,3014,4009,0,3,429
430,3014,4010,0,3,430
431,3014,4011,0,3,431
432,3014,4012,0,3,432
433,3014,4013,0,3,433
434,3014,4014,0,3,434
435,3014,4015,0,3,435
436,3015,4001,0,3,436
437,3015,4002,0,3,437
438,3015,4003,0,3,438
439,3015,4004,0,3,439
440,3015,4005,0,3,440
441,3015,4006,0,3,441
442,3015,4007,0,3,442
443,3015,4008,0,3,443
444,3015,4009,0,3,444
445,3015,4010,0,3,445
446,3015,4011,0,3,446
447,3015,4012,0,3,447
448,3015,4013,0,3,448
449,3015,4014,0,3,449
450,3015,4015,0,3,450
451,2001,3002,21,1,451
452,2001,3003,95,1,452
453,2001,3004,82,1,453
454,2001,3005,56,1,454
455,2001,3006,41,1,455
456,2001,3007,6,1,456
457,2001,3008,25,1,457
458,2001,3009,10,1,458
459,2001,3010,4,1,459
460,2001,3011,63,1,460
461,2001,3012,6,1,461
462,2001,3013,44,1,462
463,2001,3014,40,1,463
464,2001,3015,75,1,464
465,2002,3001,21,1,465
466,2002,3003,79,1,466
467,2002,3004,0,1,467
468,2002,3005,89,1,468
469,2002,3006,35,1,469
470,2002,3007,9,1,470
471,2002,3008,1,1,471
472,2002,3009,85,1,472
473,2002,3010,84,1,473
474,2002,3011,12,1,474
475,2002,3012,0,1,475
476,2002,3013,26,1,476
477,2002,3014,91,1,477
478,2002,3015,11,1,478
479,2003,3001,95,1,479
480,2003,3002,79,1,480
481,2003,3004,35,1,481
482,2003,3005,82,1,482
483,2003,3006,26,1,483
484,2003,3007,69,1,484
485,2003,3008,56,1,485
486,2003,3009,86,1,486
487,2003,3010,45,1,487
488,2003,3011,91,1,488
489,2003,3012,59,1,489
490,2003,3013,18,1,490
491,2003,3014,76,1,491
492,2003,3015,39,1,492
493,2004,3001,82,1,493
494,2004,3002,0,1,494
495,2004,3003,35,1,495
496,2004,3005,18,1,496
497,2004,3006,57,1,497
498,2004,3007,36,1,498
499,2004,3008,61,1,499
500,2004,3009,36,1,500
501,2004,3010,21,1,501
502,2004,3011,71,1,502
503,2004,3012,11,1,503
504,2004,3013,29,1,504
505,2004,3014,82,1,505
506,2004,3015,82,1,506
507,2005,3001,56,1,507
508,2005,3002,89,1,508
509,2005,3003,82,1,509
510,2005,3004,18,1,510
511,2005,3006,6,1,511
512,2005,3007,71,1,512
513,2005,3008,8,1,513
514,2005,3009,77,1,514
515,2005,3010,74,1,515
516,2005,3011,30,1,516
517,2005,3012,89,1,517
518,2005,3013,76,1,518
519,2005,3014,76,1,519
520,2005,3015,40,1,520
521,2006,3001,41,1,521
522,2006,3002,35,1,522
523,2006,3003,26,1,523
524,2006,3004,57,1,524
525,2006,3005,6,1,525
526,2006,3007,93,1,526
527,2006,3008,56,1,527
528,2006,3009,1,1,528
529,2006,3010,50,1,529
530,2006,3011,4,1,530
531,2006,3012,36,1,531
532,2006,3013,27,1,532
533,2006,3014,85,1,533
534,2006,3015,2,1,534
535,2007,3001,6,1,535
536,2007,3002,9,1,536
537,2007,3003,69,1,537
538,2007,3004,36,1,538
539,2007,3005,71,1,539
540,2007,3006,93,1,540
541,2007,3008,1,1,541
542,2007,3009,15,1,542
543,2007,3010,11,1,543
544,2007,3011,35,1,544
545,2007,3012,11,1,545
546,2007,3013,20,1,546
547,2007,3014,21,1,547
548,2007,3015,61,1,548
549,2008,3001,25,1,549
550,2008,3002,1,1,550
551,2008,3003,56,1,551
552,2008,3004,61,1,552
553,2008,3005,8,1,553
554,2008,3006,56,1,554
555,2008,3007,1,1,555
556,2008,3009,80,1,556
557,2008,3010,58,1,557
558,2008,3011,21,1,558
559,2008,3012,76,1,559
560,2008,3013,72,1,560
561,2008,3014,44,1,561
562,2008,3015,85,1,562
563,2009,3001,10,1,563
564,2009,3002,85,1,564
565,2009,3003,86,1,565
566,2009,3004,36,1,566
567,2009,3005,77,1,567
568,2009,3006,1,1,568
569,2009,3007,15,1,569
570,2009,3008,80,1,570
571,2009,3010,94,1,571
572,2009,3011,90,1,572
573,2009,3012,51,1,573
574,2009,3013,3,1,574
575,2009,3014,48,1,575
576,2009,3015,29,1,576
577,2010,3001,4,1,577
578,2010,3002,84,1,578
579,2010,3003,45,1,579
580,2010,3004,21,1,580
581,2010,3005,74,1,581
582,2010,3006,50,1,582
583,2010,3007,11,1,583
584,2010,3008,58,1,584
585,2010,3009,94,1,585
586,2010,3011,90,1,586
587,2010,3012,66,1,587
588,2010,3013,41,1,588
589,2010,3014,15,1,589
590,2010,3015,83,1,590
591,2011,3001,63,1,591
592,2011,3002,12,1,592
593,2011,3003,91,1,593
594,2011,3004,71,1,594
595,2011,3005,30,1,595
596,2011,3006,4,1,596
597,2011,3007,35,1,597
598,2011,3008,21,1,598
599,2011,3009,90,1,599
600,2011,3010,90,1,600
601,2011,3012,96,1,601
602,2011,3013,74,1,602
603,2011,3014,45,1,603
604,2011,3015,65,1,604
605,2012,3001,6,1,605
606,2012,3002,0,1,606
607,2012,3003,59,1,607
608,2012,3004,11,1,608
609,2012,3005,89,1,609
610,2012,3006,36,1,610
611,2012,3007,11,1,611
612,2012,3008,76,1,612
613,2012,3009,51,1,613
614,2012,3010,66,1,614
615,2012,3011,96,1,615
616,2012,3013,40,1,616
617,2012,3014,54,1,617
618,2012,3015,83,1,618
619,2013,3001,44,1,619
620,2013,3002,26,1,620
621,2013,3003,18,1,621
622,2013,3004,29,1,622
623,2013,3005,76,1,623
624,2013,3006,27,1,624
625,2013,3007,20,1,625
626,2013,3008,72,1,626
627,2013,3009,3,1,627
628,2013,3010,41,1,628
629,2013,3011,74,1,629
630,2013,3012,40,1,630
631,2013,3014,14,1,631
632,2013,3015,71,1,632
633,2014,3001,40,1,633
634,2014,3002,91,1,634
635,2014,3003,76,1,635
636,2014,3004,82,1,636
637,2014,3005,76,1,637
638,2014,3006,85,1,638
639,2014,3007,21,1,639
640,2014,3008,44,1,640
641,2014,3009,48,1,641
642,2014,3010,15,1,642
643,2014,3011,45,1,643
644,2014,3012,54,1,644
645,2014,3013,14,1,645
646,2014,3015,77,1,646
647,2015,3001,75,1,647
648,2015,3002,11,1,648
649,2015,3003,39,1,649
650,2015,3004,82,1,650
651,2015,3005,40,1,651
652,2015,3006,2,1,652
653,2015,3007,61,1,653
654,2015,3008,85,1,654
655,2015,3009,29,1,655
656,2015,3010,83,1,656
657,2015,3011,65,1,657
658,2015,3012,83,1,658
659,2015,3013,71,1,659
660,2015,3014,77,1,660
661,2001,3001,0,4,661
662,2002,3002,0,4,662
663,2003,3003,0,4,663
664,2004,3004,0,4,664
665,2005,3005,0,4,665
666,2006,3006,0,4,666
667,2007,3007,0,4,667
668,2008,3008,0,4,668
669,2009,3009,0,4,669
670,2010,3010,0,4,670
671,2011,3011,0,4,671
672,2012,3012,0,4,672
673,2013,3013,0,4,673
674,2014,3014,0,4,674
675,2015,3015,0,4,675
