agent_id,origin_node_id,destination_node_id,customized_cost_link_type,customized_cost_link_value,agent_type,set_of_allowed_link_types
68,1005,4013,1,30,1,1;2;3
69,1005,4014,1,68,1,1;2;3
70,1005,4015,1,78,1,1;2;3
71,1006,4001,1,87,1,1;2;3
72,1006,4002,1,10,1,1;2;3
73,1006,4003,1,46,1,1;2;3
74,1006,4004,1,44,1,1;2;3
75,1006,4005,1,46,1,1;2;3
76,1006,4007,1,91,1,1;2;3
77,1006,4008,1,13,1,1;2;3
78,1006,4009,1,59,1,1;2;3
79,1006,4010,1,49,1,1;2;3
80,1006,4011,1,85,1,1;2;3
81,1006,4012,1,84,1,1;2;3
82,1006,4013,1,8,1,1;2;3
83,1006,4014,1,38,1,1;2;3
84,1006,4015,1,41,1,1;2;3
85,1007,4001,1,76,1,1;2;3
86,1007,4002,1,99,1,1;2;3
87,1007,4003,1,13,1,1;2;3
88,1007,4004,1,59,1,1;2;3
89,1007,4005,1,25,1,1;2;3
90,1007,4006,1,91,1,1;2;3
91,1007,4008,1,56,1,1;2;3
92,1007,4009,1,39,1,1;2;3
93,1007,4010,1,53,1,1;2;3
94,1007,4011,1,77,1,1;2;3
95,1007,4012,1,50,1,1;2;3
96,1007,4013,1,30,1,1;2;3
97,1007,4014,1,58,1,1;2;3
98,1007,4015,1,55,1,1;2;3
99,1008,4001,1,91,1,1;2;3
100,1008,4002,1,56,1,1;2;3
101,1008,4003,1,20,1,1;2;3
102,1008,4004,1,22,1,1;2;3
103,1008,4005,1,75,1,1;2;3
104,1008,4006,1,13,1,1;2;3
105,1008,4007,1,56,1,1;2;3
106,1008,4009,1,19,1,1;2;3
107,1008,4010,1,85,1,1;2;3
108,1008,4011,1,52,1,1;2;3
109,1008,4012,1,34,1,1;2;3
110,1008,4013,1,53,1,1;2;3
111,1008,4014,1,40,1,1;2;3
112,1008,4015,1,69,1,1;2;3
113,1009,4001,1,13,1,1;2;3
114,1009,4002,1,70,1,1;2;3
115,1009,4003,1,86,1,1;2;3
116,1009,4004,1,57,1,1;2;3
117,1009,4005,1,76,1,1;2;3
118,1009,4006,1,59,1,1;2;3
119,1009,4007,1,39,1,1;2;3
120,1009,4008,1,19,1,1;2;3
121,1009,4010,1,12,1,1;2;3
122,1009,4011,1,85,1,1;2;3
123,1009,4012,1,72,1,1;2;3
124,1009,4013,1,7,1,1;2;3
125,1009,4014,1,49,1,1;2;3
126,1009,4015,1,46,1,1;2;3
127,1010,4001,1,29,1,1;2;3
128,1010,4002,1,99,1,1;2;3
129,1010,4003,1,4,1,1;2;3
130,1010,4004,1,63,1,1;2;3
131,1010,4005,1,40,1,1;2;3
132,1010,4006,1,49,1,1;2;3
133,1010,4007,1,53,1,1;2;3
134,1010,4008,1,85,1,1;2;3
135,1010,4009,1,12,1,1;2;3
136,1010,4011,1,87,1,1;2;3
137,1010,4012,1,58,1,1;2;3
138,1010,4013,1,17,1,1;2;3
139,1010,4014,1,68,1,1;2;3
140,1010,4015,1,27,1,1;2;3
141,1011,4001,1,11,1,1;2;3
142,1011,4002,1,60,1,1;2;3
143,1011,4003,1,77,1,1;2;3
144,1011,4004,1,6,1,1;2;3
145,1011,4005,1,66,1,1;2;3
146,1011,4006,1,85,1,1;2;3
147,1011,4007,1,77,1,1;2;3
148,1011,4008,1,52,1,1;2;3
149,1011,4009,1,85,1,1;2;3
150,1011,4010,1,87,1,1;2;3
151,1011,4012,1,21,1,1;2;3
152,1011,4013,1,6,1,1;2;3
153,1011,4014,1,67,1,1;2;3
154,1011,4015,1,26,1,1;2;3
155,1012,4001,1,77,1,1;2;3
156,1012,4002,1,4,1,1;2;3
157,1012,4003,1,15,1,1;2;3
158,1012,4004,1,0,1,1;2;3
159,1012,4005,1,58,1,1;2;3
160,1012,4006,1,84,1,1;2;3
161,1012,4007,1,50,1,1;2;3
162,1012,4008,1,34,1,1;2;3
163,1012,4009,1,72,1,1;2;3
164,1012,4010,1,58,1,1;2;3
165,1012,4011,1,21,1,1;2;3
166,1012,4013,1,82,1,1;2;3
167,1012,4014,1,44,1,1;2;3
168,1012,4015,1,35,1,1;2;3
169,1013,4001,1,32,1,1;2;3
170,1013,4002,1,56,1,1;2;3
171,1013,4003,1,89,1,1;2;3
172,1013,4004,1,62,1,1;2;3
173,1013,4005,1,30,1,1;2;3
174,1013,4006,1,8,1,1;2;3
175,1013,4007,1,30,1,1;2;3
176,1013,4008,1,53,1,1;2;3
177,1013,4009,1,7,1,1;2;3
178,1013,4010,1,17,1,1;2;3
179,1013,4011,1,6,1,1;2;3
180,1013,4012,1,82,1,1;2;3
181,1013,4014,1,3,1,1;2;3
182,1013,4015,1,62,1,1;2;3
183,1014,4001,1,87,1,1;2;3
184,1014,4002,1,2,1,1;2;3
185,1014,4003,1,48,1,1;2;3
186,1014,4004,1,41,1,1;2;3
187,1014,4005,1,68,1,1;2;3
188,1014,4006,1,38,1,1;2;3
189,1014,4007,1,58,1,1;2;3
190,1014,4008,1,40,1,1;2;3
191,1014,4009,1,49,1,1;2;3
192,1014,4010,1,68,1,1;2;3
193,1014,4011,1,67,1,1;2;3
194,1014,4012,1,44,1,1;2;3
195,1014,4013,1,3,1,1;2;3
196,1014,4015,1,8,1,1;2;3
197,1015,4001,1,67,1,1;2;3
198,1015,4002,1,60,1,1;2;3
199,1015,4003,1,14,1,1;2;3
200,1015,4004,1,62,1,1;2;3
201,1015,4005,1,78,1,1;2;3
202,1015,4006,1,41,1,1;2;3
203,1015,4007,1,55,1,1;2;3
204,1015,4008,1,69,1,1;2;3
205,1015,4009,1,46,1,1;2;3
206,1015,4010,1,27,1,1;2;3
207,1015,4011,1,26,1,1;2;3
208,1015,4012,1,35,1,1;2;3
209,1015,4013,1,62,1,1;2;3
210,1015,4014,1,8,1,1;2;3
211,1001,4001,2,1,2,2;3;4
212,1002,4002,2,1,2,2;3;4
213,1003,4003,2,1,2,2;3;4
214,1004,4004,2,1,2,2;3;4
215,1005,4005,2,1,2,2;3;4
216,1006,4006,2,1,2,2;3;4
217,1007,4007,2,1,2,2;3;4
218,1008,4008,2,1,2,2;3;4
219,1009,4009,2,1,2,2;3;4
220,1010,4010,2,1,2,2;3;4
221,1011,4011,2,1,2,2;3;4
222,1012,4012,2,1,2,2;3;4
223,1013,4013,2,1,2,2;3;4
224,1014,4014,2,1,2,2;3;4
225,1015,4015,2,1,2,2;3;4
